termId,termUpdate,termName,termType,termCategory,termStatus,termApproval,term_Id,termCreatedDate,termCreatedBy,termModifiedDate,termModifiedBy
"OMII0IIN1638964375","add","Herpes simplex eye infections","PT","Conditions and diseases","active","approved",9725,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1125355992","add","Astigmatism","PT","Conditions and diseases","active","approved",9726,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1478930748","add","Double vision","PT","Conditions and diseases","active","approved",9727,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II403482044","add","Exophthalmos","PT","Conditions and diseases","active","approved",9728,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN544959157","add","Glaucoma","PT","Conditions and diseases","active","approved",9729,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1521349476","add","Long-sightedness","PT","Conditions and diseases","active","approved",9730,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1239295474","add","Macular degeneration","PT","Conditions and diseases","active","approved",9731,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1894128151","add","Short-sightedness","PT","Conditions and diseases","active","approved",9732,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II2111123550","add","Squint","PT","Conditions and diseases","active","approved",9733,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1264566110","add","Uveitis","PT","Conditions and diseases","active","approved",9734,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II68387695","add","Trachoma","PT","Conditions and diseases","active","approved",9735,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1087360050","add","Retinal detachment","PT","Conditions and diseases","active","approved",9736,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1212507910","add","Floaters","PT","Conditions and diseases","active","approved",9737,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN2101678216","add","Diabetic retinopathy","PT","Conditions and diseases","active","approved",9738,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1438453947","add","Deafblindness","PT","Conditions and diseases","active","approved",9739,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1401451653","add","Labyrinthitis","PT","Conditions and diseases","active","approved",9740,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1255880134","add","Otitis media","PT","Conditions and diseases","active","approved",9741,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN772760161","add","Otitis externa","PT","Conditions and diseases","active","approved",9742,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1018478966","add","Eardrum perforation","PT","Conditions and diseases","active","approved",9743,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II949980326","add","Tinnitus","PT","Conditions and diseases","active","approved",9744,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II2067112496","add","Ear infections","PT","Conditions and diseases","active","approved",9745,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II581515343","add","Kidney disease","PT","Conditions and diseases","active","approved",9746,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1127545950","add","Bladder conditions","PT","Conditions and diseases","active","approved",9747,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1082118102","add","Urinary tract conditions","PT","Conditions and diseases","active","approved",9748,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II784684722","add","Autosomal dominant polycystic kidney disease","PT","Conditions and diseases","active","approved",9749,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1536077344","add","Autosomal recessive polycystic kidney disease","PT","Conditions and diseases","active","approved",9750,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1540677713","add","Chronic renal failure","PT","Conditions and diseases","active","approved",9751,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1782869905","add","Acute renal failure","PT","Conditions and diseases","active","approved",9752,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1046382395","add","Hydronephrosis","PT","Conditions and diseases","active","approved",9753,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN942254993","add","Kidney infections","PT","Conditions and diseases","active","approved",9754,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN980871709","add","Kidney stones","PT","Conditions and diseases","active","approved",9755,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN713700430","add","Cystitis","PT","Conditions and diseases","active","approved",9756,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN679934922","add","Bladder infections","PT","Conditions and diseases","active","approved",9757,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II854275012","add","Glomerulonephritis","PT","Conditions and diseases","active","approved",9758,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN420676489","add","Endocrine and metabolic conditions","PT","Conditions and diseases","active","approved",9759,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1307478355","add","Nephrotic syndrome","PT","Conditions and diseases","active","approved",9760,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN2106396886","add","Bladder stones","PT","Conditions and diseases","active","approved",9761,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN395306762K","add","Urinary tract infections","PT","Conditions and diseases","active","approved",9762,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II232363370","add","Urinary tract stones","PT","Conditions and diseases","active","approved",9763,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN871753797","add","Urinary tract obstruction","PT","Conditions and diseases","active","approved",9764,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1143009202","add","Urinary tract tumours","PT","Conditions and diseases","active","approved",9765,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN359388423","add","Diabetes","PT","Conditions and diseases","active","approved",9766,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1926494181","add","Type 1 diabetes","PT","Conditions and diseases","active","approved",9767,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1093887550","add","Type 2 diabetes","PT","Conditions and diseases","active","approved",9768,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1640157902","add","Gestational diabetes","PT","Conditions and diseases","active","approved",9769,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1554575759","add","Diabetic nephropathy","PT","Conditions and diseases","active","approved",9770,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1174963947","add","Diabetic neuropathy","PT","Conditions and diseases","active","approved",9771,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN507868241","add","Pituitary problems","PT","Conditions and diseases","active","approved",9772,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II177805057","add","Thyroid abnormalities","PT","Conditions and diseases","active","approved",9773,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN363402753","add","Parathyroid conditions","PT","Conditions and diseases","active","approved",9774,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1437099183","add","Overactive thyroid","PT","Conditions and diseases","active","approved",9775,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN102907196","add","Underactive thyroid","PT","Conditions and diseases","active","approved",9776,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN433623461","add","Adrenal conditions","PT","Conditions and diseases","active","approved",9777,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II601080690","add","Sex hormone abnormalities","PT","Conditions and diseases","active","approved",9778,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1382663640","add","Cushing's syndrome","PT","Conditions and diseases","active","approved",9779,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II651546832","add","Goitre","PT","Conditions and diseases","active","approved",9780,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II973308513","add","Prostate disease","PT","Conditions and diseases","active","approved",9781,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II2056049796","add","Benign prostatic hyperplasia","PT","Conditions and diseases","active","approved",9782,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1532487683","add","Diabetes insipidus","PT","Conditions and diseases","active","approved",9783,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1462109824","add","Calcium-related conditions","PT","Conditions and diseases","active","rejected",9784,"20150721T14:53:49","admin","20150721T14:56:21","admin"
"OMII0II273401076","add","Hypertension","PT","Conditions and diseases","active","approved",9785,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1816010007","add","Syphilis","PT","Conditions and diseases","active","approved",9786,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN583647900","add","Gonorrhoea","PT","Conditions and diseases","active","approved",9787,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II877685851","add","Chlamydial infections","PT","Conditions and diseases","active","approved",9788,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1062621728","add","HIV infection and AIDS","PT","Conditions and diseases","active","approved",9789,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II525374323","add","Genital herpes","PT","Conditions and diseases","active","approved",9790,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN249257474","add","HPV infections","PT","Conditions and diseases","active","approved",9791,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II476896528","add","Trichomoniasis","PT","Conditions and diseases","active","approved",9792,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1299966957","add","Bacterial vaginosis","PT","Conditions and diseases","active","approved",9793,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II422109522","add","Non-specific urethritis","PT","Conditions and diseases","active","approved",9794,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1416749644","add","Thrombosis","PT","Conditions and diseases","active","approved",9795,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN105184702","add","Deep vein thrombosis","PT","Conditions and diseases","active","approved",9796,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1512199794","add","Gilbert's syndrome","PT","Conditions and diseases","active","approved",9797,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1919345033D","add","Allergies","PT","Conditions and diseases","active","approved",9798,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN198060582","add","Immunodeficiencies and defective immune system","PT","Conditions and diseases","active","approved",9799,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN825614979","add","Autoimmune diseases","PT","Conditions and diseases","active","approved",9800,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1037963013","add","Indoor allergy","PT","Conditions and diseases","active","approved",9801,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II731773114","add","Food allergies","PT","Conditions and diseases","active","approved",9802,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1054462736","add","Allergic rhinitis","PT","Conditions and diseases","active","approved",9803,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II2119984717","add","Autoimmune hepatitis","PT","Conditions and diseases","active","approved",9804,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II2022353550","add","Hepatitis","PT","Conditions and diseases","active","approved",9805,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN508406315","add","Hepatitis A","PT","Conditions and diseases","active","approved",9806,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN508406314","add","Hepatitis B","PT","Conditions and diseases","active","approved",9807,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN508406313","add","Hepatitis C","PT","Conditions and diseases","active","approved",9808,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN508406320","add","Hepatitis D","PT","Conditions and diseases","active","approved",9809,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN508406319","add","Hepatitis E","PT","Conditions and diseases","active","approved",9810,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1368236199","add","Vasculitis","PT","Conditions and diseases","active","approved",9811,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN808070895","add","Botulism","PT","Conditions and diseases","active","approved",9812,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1956237349","add","Cytomegalovirus infection","PT","Conditions and diseases","active","approved",9813,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1165953441","add","Mouth, throat and dental infections","PT","Conditions and diseases","active","approved",9814,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1279501614","add","Dental abscesses","PT","Conditions and diseases","active","approved",9815,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN564357544","add","Diphtheria","PT","Conditions and diseases","active","approved",9816,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1575257811","add","Fungal nail infections","PT","Conditions and diseases","active","approved",9817,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1901133233","add","Glandular fever","PT","Conditions and diseases","active","approved",9818,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II602397923","add","Hand, foot and mouth disease","PT","Conditions and diseases","active","approved",9819,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1243389397","add","Pharyngitis","PT","Conditions and diseases","active","approved",9820,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1031550046","add","Laryngitis","PT","Conditions and diseases","active","approved",9821,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN785138925","add","Leptospirosis","PT","Conditions and diseases","active","approved",9822,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1096437001","add","Listeriosis","PT","Conditions and diseases","active","approved",9823,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II85273254","add","Malaria","PT","Conditions and diseases","active","approved",9824,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1243881094","add","MRSA infections","PT","Conditions and diseases","active","approved",9825,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1479088277","add","Mumps","PT","Conditions and diseases","active","approved",9826,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1875778721","add","Oral thrush","PT","Conditions and diseases","active","approved",9827,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN447382449","add","Prostatitis","PT","Conditions and diseases","active","approved",9828,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II687103285","add","Quinsy","PT","Conditions and diseases","active","approved",9829,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II264510271","add","Tonsillitis","PT","Conditions and diseases","active","approved",9830,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1913612119","add","Rotavirus infections","PT","Conditions and diseases","active","approved",9831,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II113066911","add","Norovirus infections","PT","Conditions and diseases","active","approved",9832,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1055484094","add","Schistosomiasis","PT","Conditions and diseases","active","approved",9833,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1191498352","add","Sinusitis","PT","Conditions and diseases","active","approved",9834,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN352163982","add","Tapeworm infections","PT","Conditions and diseases","active","approved",9835,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II2141840670","add","Genital tract infections","PT","Conditions and diseases","active","approved",9836,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN2063711076","add","Vaginal or vulval thrush","PT","Conditions and diseases","active","approved",9837,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN960351582","add","Thrush in men","PT","Conditions and diseases","active","approved",9838,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II443005820","add","Toxic shock syndrome","PT","Conditions and diseases","active","approved",9839,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN692384665","add","Toxocariasis","PT","Conditions and diseases","active","approved",9840,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II178424326","add","Toxoplasmosis","PT","Conditions and diseases","active","approved",9841,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1088069720","add","Typhoid","PT","Conditions and diseases","active","approved",9842,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1636127870","add","Yellow fever","PT","Conditions and diseases","active","approved",9843,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1929556049","add","Congenital infections","PT","Conditions and diseases","active","approved",9844,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1602558010","add","Balanitis","PT","Conditions and diseases","active","approved",9845,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II668851137","add","Pernicious anaemia","PT","Conditions and diseases","active","approved",9846,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1478727009","add","Menstrual problems","PT","Conditions and diseases","active","approved",9847,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN899857156","add","Women's conditions","PT","Conditions and diseases","active","approved",9848,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1320226904","add","Men's conditions","PT","Conditions and diseases","active","approved",9849,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1349558787","add","Influenza (seasonal)","PT","Conditions and diseases","active","approved",9850,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1493054172","add","Endometriosis","PT","Conditions and diseases","active","approved",9851,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1303709002","add","Menopause","PT","Conditions and diseases","active","approved",9852,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1367729775","add","Ovarian cysts","PT","Conditions and diseases","active","approved",9853,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1751239005","add","Pelvic inflammatory disease","PT","Conditions and diseases","active","approved",9854,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN410090588","add","Polycystic ovary syndrome","PT","Conditions and diseases","active","approved",9855,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1060579828","add","Premenstrual syndrome","PT","Conditions and diseases","active","approved",9856,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II538666698","add","Prolapse of the uterus","PT","Conditions and diseases","active","approved",9857,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1513730226","add","Vaginismus","PT","Conditions and diseases","active","approved",9858,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1980679928","add","Pregnancy (difficulties)","PT","Conditions and diseases","active","approved",9859,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1198216877","add","Absent periods","PT","Conditions and diseases","active","approved",9860,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1730152654","add","Heavy periods","PT","Conditions and diseases","active","approved",9861,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN472097036","add","Irregular periods","PT","Conditions and diseases","active","approved",9862,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1684769444","add","Painful periods","PT","Conditions and diseases","active","approved",9863,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1834621553","add","Breast abscess","PT","Conditions and diseases","active","approved",9864,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1232895780","add","Breast tumours (benign)","PT","Conditions and diseases","active","approved",9865,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN958347755","add","Erectile dysfunction","PT","Conditions and diseases","active","approved",9866,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1200678970","add","Testicular lumps and swellings (benign)","PT","Conditions and diseases","active","approved",9867,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1360370162","add","Bartholin's cyst","PT","Conditions and diseases","active","approved",9868,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II807797742","add","Genital warts","PT","Conditions and diseases","active","approved",9869,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1988677372","add","Pubic lice","PT","Conditions and diseases","active","approved",9870,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1171084033","add","Ejaculation problems","PT","Conditions and diseases","active","approved",9871,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN351862111","add","Inguinal hernia","PT","Conditions and diseases","active","approved",9872,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1720022921","add","Hernia","PT","Conditions and diseases","active","approved",9873,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II252380193","add","Priapism","PT","Conditions and diseases","active","approved",9874,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II345456035","add","Undescended testicles","PT","Conditions and diseases","active","approved",9875,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1284390585","add","Sports injuries","PT","Conditions and diseases","active","approved",9876,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1210306338","add","Spinal cord injuries","PT","Conditions and diseases","active","approved",9877,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1429020398","add","Pancreatic diseases","PT","Conditions and diseases","active","approved",9878,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1427670951","add","Poisoning","PT","Conditions and diseases","active","approved",9879,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II121606362","add","Hyperglycaemia","PT","Conditions and diseases","active","approved",9880,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II911839478","add","Accidents at home","PT","Conditions and diseases","active","approved",9881,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1875753509","add","Accidents","PT","Conditions and diseases","active","approved",9882,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1735118434","add","Seasonal affective disorder","PT","Conditions and diseases","active","approved",9883,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II2025113017","add","Chilblains","PT","Conditions and diseases","active","approved",9884,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II779757487","add","Falls, trips and slips","PT","Conditions and diseases","active","approved",9885,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN885893659I","add","Nutritional diseases","PT","Conditions and diseases","active","approved",9886,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1436443458","add","Scurvy","PT","Conditions and diseases","active","approved",9887,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1107628074","add","Malnutrition","PT","Conditions and diseases","active","approved",9888,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1094152794","add","Obesity","PT","Conditions and diseases","active","approved",9889,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN955851850","add","Vitamin and mineral deficiencies","PT","Conditions and diseases","active","approved",9890,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II4182830","add","Joint dislocations","PT","Conditions and diseases","active","approved",9891,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1768289099","add","Urinary retention","PT","Conditions and diseases","active","approved",9892,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II306147560","add","Whiplash","PT","Conditions and diseases","active","approved",9893,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1711872174","add","Wounds","PT","Conditions and diseases","active","approved",9894,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II290209918","add","Agoraphobia","PT","Conditions and diseases","active","approved",9895,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1457078854","add","Air embolism","PT","Conditions and diseases","active","approved",9896,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN215627233","add","Alcoholic liver disease","PT","Conditions and diseases","active","approved",9897,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II734846836","add","Altitude sickness","PT","Conditions and diseases","active","approved",9898,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN234481045","add","Anal fissure","PT","Conditions and diseases","active","approved",9899,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1717593784","add","Anal fistula","PT","Conditions and diseases","active","approved",9900,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II368352373","add","Anaphylaxis","PT","Conditions and diseases","active","approved",9901,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II915106612","add","Aphasia","PT","Conditions and diseases","active","approved",9902,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN250095981","add","Appendicitis","PT","Conditions and diseases","active","approved",9903,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1057174741","add","Atherosclerosis","PT","Conditions and diseases","active","approved",9904,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II398509995","add","Arthritis","PT","Conditions and diseases","active","approved",9905,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN535257736","add","Ataxia","PT","Conditions and diseases","active","approved",9906,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1889728398","add","Vitamin B12 deficiency","PT","Conditions and diseases","active","approved",9907,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN569496983","add","Bedwetting","PT","Conditions and diseases","active","approved",9908,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II944663155","add","Behcet's disease","PT","Conditions and diseases","active","approved",9909,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1580468837","add","Binge eating","PT","Conditions and diseases","active","approved",9910,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1209919170","add","Snake bites","PT","Conditions and diseases","active","approved",9911,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1447841998","add","Human or animal bites","PT","Conditions and diseases","active","approved",9912,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN708601867","add","Gingivitis and periodontitis","PT","Conditions and diseases","active","approved",9913,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II585492547","add","Hypotension","PT","Conditions and diseases","active","approved",9914,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II861994132","add","Body piercing","PT","Conditions and diseases","active","approved",9915,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN992219223","add","Brain death","PT","Conditions and diseases","active","approved",9916,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1255826247","add","Brain tumours (benign)","PT","Conditions and diseases","active","approved",9917,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II654460708","add","Clostridium difficile infections","PT","Conditions and diseases","active","approved",9918,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0II1699201009","add","Carbon monoxide poisoning","PT","Conditions and diseases","active","approved",9919,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1471456119","add","Cartilage damage","PT","Conditions and diseases","active","approved",9920,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN650579521","add","Cataracts","PT","Conditions and diseases","active","approved",9921,"20150721T14:53:49","admin","20150721T14:55:59","admin"
"OMII0IIN1759273152","add","Cervical spondylosis","PT","Conditions and diseases","active","approved",9922,"20150721T14:53:49","admin","20150721T14:55:59","admin"
